date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:25:17	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Thu,%2008%20Aug%202024%2016:25:18%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.googletagmanager.com/gtm.b5445.delayed	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:25:19	73302/73302	---M-Z	200	added ('OK')	application/javascript	etag:%2204c882289e9da1:0%22	https://www.w3schools.com/lib/uic.js?v=1.0.5	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/uic3447.js	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:25:19	9466/9466	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2008%20Aug%202024%2016:25:20%20GMT	https://www.w3schools.com/cs/numpy/	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/numpy/index.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:25:19	9466/9466	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2008%20Aug%202024%2016:25:20%20GMT	https://www.w3schools.com/cs/python/	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/python/index.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:25:20	25375/25375	---MCZ	200	added ('OK')	application/javascript	etag:W/%22631f-61f2c33a23402%22	https://cdn.snigelweb.com/adengine/w3schools.com/loader.js	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/cdn.snigelweb.com/adengine/w3schools.com/loader.js	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:25:22	9466/9466	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2008%20Aug%202024%2016:25:19%20GMT	https://www.w3schools.com/cs/pandas/	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/pandas/index.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:25:23	32202/32202	---M-Z	200	added ('OK')	application/javascript	etag:%2204c882289e9da1:0+gzip%22	https://www.w3schools.com/lib/common-deps.js?v=1.0.5	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/common-deps3447.js	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:25:24	41438/41438	---M-Z	200	added ('OK')	application/javascript	etag:%2204c882289e9da1:0+gzip%22	https://www.w3schools.com/lib/my-learning/main.js?v=1.0.28	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/my-learning/main0ca8.js	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:25:24	9466/9466	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2008%20Aug%202024%2016:25:22%20GMT	https://www.w3schools.com/cs/scipy/	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/scipy/index.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:25:25	52751/52751	---M-Z	200	added ('OK')	application/javascript	etag:%2204c882289e9da1:0+gzip%22	https://www.w3schools.com/lib/user-session.js?v=1.0.34	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/user-session4fae.js	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:26:14	9466/9466	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2008%20Aug%202024%2016:26:14%20GMT	https://www.w3schools.com/cs/w3.css	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/w3.11.delayed	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:26:16	9466/9466	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2008%20Aug%202024%2016:26:17%20GMT	https://www.w3schools.com/cs/w3.js	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/w3.12.delayed	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:26:18	343817/343817	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:14:09%20GMT	https://www.w3schools.com/cs/index.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/index.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:26:19	9466/9466	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2008%20Aug%202024%2016:26:20%20GMT	https://www.w3schools.com/cs/node.js	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/node.14.delayed	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:26:25	341050/341050	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:14:57%20GMT	https://www.w3schools.com/cs/cs_exercises.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_exercises.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:26:26	341034/341034	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:17:35%20GMT	https://www.w3schools.com/cs/cs_quiz.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_quiz.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:26:28	34051/34051	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2012:42:36%20GMT	https://www.w3schools.com/cs/trycs.php?filename=demo_helloworld	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/trycs4c57.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:26:29	388706/388706	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:15:50%20GMT	https://www.w3schools.com/cs/cs_server.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_server.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:26:29	339017/339017	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:18:10%20GMT	https://www.w3schools.com/cs/cs_data_types.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_data_types.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:26:31	331329/331329	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:14:55%20GMT	https://www.w3schools.com/cs/cs_intro.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_intro.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:26:32	333770/333770	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:15:06%20GMT	https://www.w3schools.com/cs/cs_getstarted.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_getstarted.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:26:43	335406/335406	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:14:20%20GMT	https://www.w3schools.com/cs/cs_syntax.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_syntax.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:26:44	332766/332766	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:14:56%20GMT	https://www.w3schools.com/cs/cs_comments.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_comments.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:26:44	332495/332495	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:14:56%20GMT	https://www.w3schools.com/cs/cs_output.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_output.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:26:46	330945/330945	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:15:15%20GMT	https://www.w3schools.com/cs/cs_variables_constants.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_variables_constants.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:26:47	333564/333564	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:17:13%20GMT	https://www.w3schools.com/cs/cs_variables.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_variables.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:26:51	331653/331653	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:16:34%20GMT	https://www.w3schools.com/cs/cs_variables_display.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_variables_display.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:26:51	330671/330671	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:17:13%20GMT	https://www.w3schools.com/cs/cs_variables_multiple.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_variables_multiple.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:26:53	333569/333569	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:16:02%20GMT	https://www.w3schools.com/cs/cs_user_input.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_user_input.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:26:53	333658/333658	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:14:30%20GMT	https://www.w3schools.com/cs/cs_operators.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_operators.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:26:56	333121/333121	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:15:15%20GMT	https://www.w3schools.com/cs/cs_operators_assignment.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_operators_assignment.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:26:59	332040/332040	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:17:22%20GMT	https://www.w3schools.com/cs/cs_variables_identifiers.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_variables_identifiers.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:27:00	333108/333108	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:16:26%20GMT	https://www.w3schools.com/cs/cs_type_casting.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_type_casting.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:27:02	332706/332706	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:15:42%20GMT	https://www.w3schools.com/cs/cs_strings.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_strings.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:27:04	332052/332052	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:17:52%20GMT	https://www.w3schools.com/cs/cs_strings_concat.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_strings_concat.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:27:04	332981/332981	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:14:52%20GMT	https://www.w3schools.com/cs/cs_math.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_math.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:27:05	332303/332303	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:15:11%20GMT	https://www.w3schools.com/cs/cs_operators_comparison.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_operators_comparison.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:27:07	330785/330785	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:18:22%20GMT	https://www.w3schools.com/cs/cs_strings_interpol.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_strings_interpol.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:27:09	332300/332300	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:18:30%20GMT	https://www.w3schools.com/cs/cs_strings_access.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_strings_access.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:27:09	335761/335761	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:15:48%20GMT	https://www.w3schools.com/cs/cs_booleans.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_booleans.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:27:12	333357/333357	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:16:40%20GMT	https://www.w3schools.com/cs/cs_conditions.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_conditions.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:27:13	331117/331117	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:17:05%20GMT	https://www.w3schools.com/cs/cs_conditions_else.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_conditions_else.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:27:15	332069/332069	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:15:49%20GMT	https://www.w3schools.com/cs/cs_operators_logical.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_operators_logical.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:27:17	334503/334503	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:17:42%20GMT	https://www.w3schools.com/cs/cs_switch.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_switch.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:27:18	331648/331648	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:17:27%20GMT	https://www.w3schools.com/cs/cs_conditions_elseif.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_conditions_elseif.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:27:18	333090/333090	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:14:48%20GMT	https://www.w3schools.com/cs/cs_while_loop.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_while_loop.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:27:24	332045/332045	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:14:51%20GMT	https://www.w3schools.com/cs/cs_conditions_shorthand.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_conditions_shorthand.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:27:28	333454/333454	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:14:28%20GMT	https://www.w3schools.com/cs/cs_for_loop.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_for_loop.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:27:28	330930/330930	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:17:21%20GMT	https://www.w3schools.com/cs/cs_foreach_loop.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_foreach_loop.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:27:36	332310/332310	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:15:06%20GMT	https://www.w3schools.com/cs/cs_break.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_break.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:27:46	331730/331730	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:15:07%20GMT	https://www.w3schools.com/cs/cs_arrays_sort.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_arrays_sort.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:27:49	332125/332125	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:19:41%20GMT	https://www.w3schools.com/cs/cs_arrays_loop.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_arrays_loop.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:27:51	335231/335231	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:14:35%20GMT	https://www.w3schools.com/cs/cs_arrays_multi.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_arrays_multi.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:27:56	333877/333877	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:17:26%20GMT	https://www.w3schools.com/cs/cs_methods.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_methods.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:27:58	331042/331042	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:16:13%20GMT	https://www.w3schools.com/cs/cs_method_parameters_default.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_method_parameters_default.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:27:59	332305/332305	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:14:47%20GMT	https://www.w3schools.com/cs/cs_method_parameters.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_method_parameters.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:28:00	331895/331895	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:16:01%20GMT	https://www.w3schools.com/cs/cs_method_parameters_return.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_method_parameters_return.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:28:01	331358/331358	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:14:46%20GMT	https://www.w3schools.com/cs/cs_method_parameters_named_args.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_method_parameters_named_args.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:28:07	332089/332089	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:15:42%20GMT	https://www.w3schools.com/cs/cs_oop.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_oop.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:28:11	332623/332623	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:15:44%20GMT	https://www.w3schools.com/cs/cs_classes.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_classes.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:28:22	331955/331955	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:15:06%20GMT	https://www.w3schools.com/cs/cs_classes_multi.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_classes_multi.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:28:55	332009/332009	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:16:27%20GMT	https://www.w3schools.com/cs/cs_method_overloading.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_method_overloading.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:28:57	335955/335955	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:14:59%20GMT	https://www.w3schools.com/cs/cs_constructors.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_constructors.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:29:13	332665/332665	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:16:22%20GMT	https://www.w3schools.com/cs/cs_inheritance.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_inheritance.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:29:14	335541/335541	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:14:37%20GMT	https://www.w3schools.com/cs/cs_polymorphism.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_polymorphism.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:29:19	333135/333135	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:15:10%20GMT	https://www.w3schools.com/cs/cs_abstract.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_abstract.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:29:20	334805/334805	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:15:34%20GMT	https://www.w3schools.com/cs/cs_properties.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_properties.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:29:21	333488/333488	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:24:13%20GMT	https://www.w3schools.com/cs/cs_interface.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_interface.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:29:57	330851/330851	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:22:46%20GMT	https://www.w3schools.com/cs/cs_interface_multi.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_interface_multi.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:30:03	336296/336296	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:15:30%20GMT	https://www.w3schools.com/cs/cs_exceptions.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_exceptions.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:30:32	346948/346948	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:16:37%20GMT	https://www.w3schools.com/cs/cs_examples.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_examples.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:30:36	339520/339520	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:15:23%20GMT	https://www.w3schools.com/cs/cs_compiler.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_compiler.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
